complaint_text,base_severity,category,compllaint_text
"Vendors near the Old Fort regularly extend their stalls onto the main road, making driving very difficult, especially on weekends.",4,Traffic_Encroachment,
"Buses and private cabs are illegally queuing on the slip road near IGI Airport Terminal 3 exit, causing heavy jams.",5,Traffic_Encroachment,
"Motorcycles parked on the footpath near the State Bank of India branch in Naraina Industrial Area, blocking pedestrian access.",2,Traffic_Encroachment,
"Piles of garbage and debris from a demolished building are left on the main road in Kishan Ganj, attracting strays and traffic issues.",4,Traffic_Encroachment,
The entire stretch of road near the popular street food hub in Hudson Lane is encroached by food carts and parked vehicles.,4,Traffic_Encroachment,
"Illegal 'chaiwallahs' and 'paanwalas' have set up permanent structures on the footpath near the district court, obstructing movement.",3,Traffic_Encroachment,
Heavy vehicle parking on the service lane adjacent to the Expressway near Noida Sector 62 is causing severe congestion during office hours.,4,Traffic_Encroachment,
"Footpath completely occupied by two-wheelers in front of the local hospital in Shahdara, causing major issues for emergency access.",5,Traffic_Encroachment,
"Construction debris has been left on the road leading to the residential society in Greater Noida, creating dust and traffic hazards.",3,Traffic_Encroachment,
Street vendors near the Red Fort entrance are aggressively encroaching on the road and pedestrian areas. Tourists struggle to pass.,4,Traffic_Encroachment,
"Illegal parking of autos and taxis outside the busy metro station in Vishwavidyalaya, making crossing the road very risky.",4,Traffic_Encroachment,
Shopkeepers extending their display beyond the prescribed limit on Rajouri Garden Main Market road. Causes daily gridlock.,4,Traffic_Encroachment,
"Temporary stalls for a local festival have encroached upon a major arterial road near Kalkaji Mandir, causing massive jams.",5,Traffic_Encroachment,
"Private vehicles are routinely parked on the footpath near the school in Civil Lines, forcing children to walk on the road.",4,Traffic_Encroachment,
"Dumped construction waste on the road near the Ring Road bypass in Rohini. Needs immediate attention, especially before monsoon.",4,Traffic_Encroachment,
"Hawkers near the New Friends Colony market are taking up half of the road, causing constant traffic jams and noise.",3,Traffic_Encroachment,
"Delivery trucks regularly double-park on the main road in Okhla Industrial Area, blocking traffic for long durations.",4,Traffic_Encroachment,
Pedestrian pathway completely blocked by vendors selling clothes near Gaffar Market. No space to walk.,3,Traffic_Encroachment,
Unauthorized food carts and tables are encroaching on the footpath outside the corporate office complex in Udyog Vihar.,3,Traffic_Encroachment,
"Illegal parking in front of the bank branch on M.G. Road, making it difficult for customers and causing congestion.",2,Traffic_Encroachment,
The small gully connecting our residential area to the main road in Mukherjee Nagar is completely blocked by parked cars.,3,Traffic_Encroachment,
Construction debris and sand piled high on the main road near the upcoming flyover in Dwarka. Major accident waiting to happen.,5,Traffic_Encroachment,
"Roadside vendors near the local temple in Old Gurgaon have permanently encroached onto the road, creating a permanent bottleneck.",4,Traffic_Encroachment,
"Autos are queueing up directly on the main road near Noida City Centre Metro Station, making a U-turn almost impossible.",4,Traffic_Encroachment,
Two-wheelers using the footpath near the high court building. This is a blatant disregard for rules and pedestrian safety.,3,Traffic_Encroachment,
"Shopkeepers on Ajmal Khan Road are displaying their goods right up to the road edge, leaving no space for movement.",4,Traffic_Encroachment,
"Illegal banners and advertisements are tied to street poles and railings, encroaching on public space near the university.",1,Traffic_Encroachment,
"Vendors near the local bus stand in Punjabi Bagh are setting up their stalls on the road itself, making it impossible to drive.",4,Traffic_Encroachment,
"Cars are parked haphazardly on the service lane of the freeway near Mahipalpur, causing severe traffic jams during rush hour.",4,Traffic_Encroachment,
Construction material from the metro project is occupying half of the road near the ITO junction. Creating daily chaos.,5,Traffic_Encroachment,
The entire main street in Sadar Bazaar is encroached by hawkers and their goods. It's a permanent gridlock situation.,5,Traffic_Encroachment,
"Unauthorized small kiosks have sprung up near the residential colony gate in Dilshad Garden, blocking movement.",3,Traffic_Encroachment,
"Buses are stopping and parking illegally on the main road outside the prominent school in Vasant Kunj, blocking pick-up/drop-off.",4,Traffic_Encroachment,
Footpath completely blocked by parked cars and bikes near the market in Krishna Nagar. Pedestrians have nowhere to go.,3,Traffic_Encroachment,
